fen,move_rank,move
3rr1k1/1p3pp1/7p/PP4b1/3N1n2/2P1pP2/2R4P/2B3RK w - - 3 34,1,"{'Move': 'g1e1', 'Centipawn': -211, 'Mate': None}"
3rr1k1/1p3pp1/7p/PP4b1/3N1n2/2P1pP2/2R4P/2B1R2K b - - 4 34,1,"{'Move': 'f4d3', 'Centipawn': -201, 'Mate': None}"
3rr1k1/1p3pp1/7p/PP4b1/3N4/2PnpP2/2R4P/2B1R2K w - - 5 35,1,"{'Move': 'e1g1', 'Centipawn': -187, 'Mate': None}"
3rr1k1/1p3pp1/7p/PP4b1/3N4/2PnpP2/2R4P/2B3RK b - - 6 35,1,"{'Move': 'f7f5', 'Centipawn': -190, 'Mate': None}"
3rr1k1/1p4p1/7p/PP3pb1/3N4/2PnpP2/2R4P/2B3RK w - - 0 36,1,"{'Move': 'a5a6', 'Centipawn': -207, 'Mate': None}"
3rr1k1/1p3ppp/7b/P4N2/1P6/2P1pP2/2R1RnKP/2B5 b - - 12 34,1,"{'Move': 'f2d1', 'Centipawn': 179, 'Mate': None}"
3rr1k1/1p3ppp/7b/P4N2/1P6/2P1pP2/2R1R1KP/2Bn4 w - - 13 35,1,"{'Move': 'f5h6', 'Centipawn': 210, 'Mate': None}"
3rr1k1/1p3ppp/7N/P7/1P6/2P1pP2/2R1R1KP/2Bn4 b - - 0 35,1,"{'Move': 'g7h6', 'Centipawn': 178, 'Mate': None}"
3rr1k1/1p3p1p/7p/P7/1P6/2P1pP2/2R1R1KP/2Bn4 w - - 0 36,1,"{'Move': 'b4b5', 'Centipawn': 178, 'Mate': None}"
3rr1k1/1p3p1p/7p/PP6/8/2P1pP2/2R1R1KP/2Bn4 b - - 0 36,1,"{'Move': 'd8d3', 'Centipawn': 210, 'Mate': None}"
4r1k1/1p3p1p/7p/PP6/8/2PrpP2/2R1R1KP/2Bn4 w - - 1 37,1,"{'Move': 'c3c4', 'Centipawn': 188, 'Mate': None}"
4r1k1/1p3p1p/7p/PP6/2P5/3rpP2/2R1R1KP/2Bn4 b - - 0 37,1,"{'Move': 'd1c3', 'Centipawn': 215, 'Mate': None}"
4r1k1/1p3p1p/7p/PP6/2P5/2nrpP2/2R1R1KP/2B5 w - - 1 38,1,"{'Move': 'e2e1', 'Centipawn': 180, 'Mate': None}"
4r1k1/1p3p1p/7p/PP6/2P5/2nrpP2/2R3KP/2B1R3 b - - 2 38,1,"{'Move': 'f7f5', 'Centipawn': 198, 'Mate': None}"
4r1k1/1p5p/7p/PP3p2/2P5/2nrpP2/2R3KP/2B1R3 w - - 0 39,1,"{'Move': 'b5b6', 'Centipawn': 221, 'Mate': None}"
3r2k1/1p3ppp/7b/P3r3/1P1N1P2/2P1p3/R3RnKP/2B5 b - - 0 35,1,"{'Move': 'e5h5', 'Centipawn': 188, 'Mate': None}"
3r2k1/1p3ppp/7b/P6r/1P1N1P2/2P1p3/R3RnKP/2B5 w - - 1 36,1,"{'Move': 'e2e3', 'Centipawn': 204, 'Mate': None}"
3r2k1/1p3ppp/7b/P6r/1P1N1P2/2P1R3/R4nKP/2B5 b - - 0 36,1,"{'Move': 'h6f4', 'Centipawn': 207, 'Mate': None}"
3r2k1/1p3ppp/8/P6r/1P1N1b2/2P1R3/R4nKP/2B5 w - - 0 37,1,"{'Move': 'a2f2', 'Centipawn': 207, 'Mate': None}"
3r2k1/1p3ppp/8/P6r/1P1N1b2/2P1R3/5RKP/2B5 b - - 0 37,1,"{'Move': 'h5h2', 'Centipawn': 205, 'Mate': None}"
3r2k1/1p3ppp/8/P7/1P1N1b2/2P1R3/5RKr/2B5 w - - 0 38,1,"{'Move': 'g2g1', 'Centipawn': 206, 'Mate': None}"
3r2k1/1p3ppp/8/P7/1P1N1b2/2P1R3/5R1r/2B3K1 b - - 1 38,1,"{'Move': 'f4e3', 'Centipawn': 208, 'Mate': None}"
3r2k1/1p3ppp/8/P7/1P1N4/2P1b3/5R1r/2B3K1 w - - 0 39,1,"{'Move': 'c1e3', 'Centipawn': 210, 'Mate': None}"
3r2k1/1p3ppp/8/P7/1P1N4/2P1B3/5R1r/6K1 b - - 0 39,1,"{'Move': 'h2h3', 'Centipawn': 200, 'Mate': None}"
3r2k1/1p3ppp/8/P7/1P1N4/2P1B2r/5R2/6K1 w - - 1 40,1,"{'Move': 'd4f5', 'Centipawn': 215, 'Mate': None}"
6k1/1p3ppp/3r3b/P3r3/1P1N1P1P/2P1p3/R3RnK1/2B5 b - - 0 36,1,"{'Move': 'd6g6', 'Centipawn': 307, 'Mate': None}"
6k1/1p3ppp/6rb/P3r3/1P1N1P1P/2P1p3/R3RnK1/2B5 w - - 1 37,1,"{'Move': 'g2f3', 'Centipawn': 308, 'Mate': None}"
6k1/1p3ppp/6rb/P3r3/1P1N1P1P/2P1pK2/R3Rn2/2B5 b - - 2 37,1,"{'Move': 'h6f4', 'Centipawn': 317, 'Mate': None}"
6k1/1p3ppp/6r1/P3r3/1P1N1b1P/2P1pK2/R3Rn2/2B5 w - - 0 38,1,"{'Move': 'c1e3', 'Centipawn': 324, 'Mate': None}"
6k1/1p3ppp/6r1/P3r3/1P1N1b1P/2P1BK2/R3Rn2/8 b - - 0 38,1,"{'Move': 'f4e3', 'Centipawn': 319, 'Mate': None}"
6k1/1p3ppp/6r1/P3r3/1P1N3P/2P1bK2/R3Rn2/8 w - - 0 39,1,"{'Move': 'e2e3', 'Centipawn': 297, 'Mate': None}"
6k1/1p3ppp/6r1/P3r3/1P1N3P/2P1RK2/R4n2/8 b - - 0 39,1,"{'Move': 'e5e3', 'Centipawn': 323, 'Mate': None}"
6k1/1p3ppp/6r1/P7/1P1N3P/2P1rK2/R4n2/8 w - - 0 40,1,"{'Move': 'f3e3', 'Centipawn': 311, 'Mate': None}"
6k1/1p3ppp/6r1/P7/1P1N3P/2P1K3/R4n2/8 b - - 0 40,1,"{'Move': 'f2d1', 'Centipawn': 335, 'Mate': None}"
6k1/1p3ppp/6r1/P7/1P1N3P/2P1K3/R7/3n4 w - - 1 41,1,"{'Move': 'e3d3', 'Centipawn': 315, 'Mate': None}"
6k1/1p3ppp/6rb/Pr6/3N3P/2P1BP2/R3Rn2/5K2 w - - 0 39,1,"{'Move': 'f1f2', 'Centipawn': 564, 'Mate': None}"
6k1/1p3ppp/6rb/Pr6/3N3P/2P1BP2/R3RK2/8 b - - 0 39,1,"{'Move': 'b5c5', 'Centipawn': 562, 'Mate': None}"
6k1/1p3ppp/6rb/P1r5/3N3P/2P1BP2/R3RK2/8 w - - 1 40,1,"{'Move': 'e3h6', 'Centipawn': 593, 'Mate': None}"
6k1/1p3ppp/6rB/P1r5/3N3P/2P2P2/R3RK2/8 b - - 0 40,1,"{'Move': 'g7h6', 'Centipawn': 576, 'Mate': None}"
6k1/1p3p1p/6rp/P1r5/3N3P/2P2P2/R3RK2/8 w - - 0 41,1,"{'Move': 'e2e7', 'Centipawn': 585, 'Mate': None}"
6k1/1p2Rp1p/6rp/P1r5/3N3P/2P2P2/R4K2/8 b - - 1 41,1,"{'Move': 'g6a6', 'Centipawn': 597, 'Mate': None}"
6k1/1p2Rp1p/r6p/P1r5/3N3P/2P2P2/R4K2/8 w - - 2 42,1,"{'Move': 'e7b7', 'Centipawn': 575, 'Mate': None}"
6k1/1R3p1p/r6p/P1r5/3N3P/2P2P2/R4K2/8 b - - 0 42,1,"{'Move': 'g8f8', 'Centipawn': 573, 'Mate': None}"
5k2/1R3p1p/r6p/P1r5/3N3P/2P2P2/R4K2/8 w - - 1 43,1,"{'Move': 'b7b8', 'Centipawn': 608, 'Mate': None}"
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,1,"{'Move': 'd7d5', 'Centipawn': 24, 'Mate': None}"
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,2,"{'Move': 'g8f6', 'Centipawn': 26, 'Mate': None}"
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,3,"{'Move': 'c7c6', 'Centipawn': 34, 'Mate': None}"
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,1,"{'Move': 'g1f3', 'Centipawn': 28, 'Mate': None}"
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,2,"{'Move': 'c2c4', 'Centipawn': 27, 'Mate': None}"
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,3,"{'Move': 'c1f4', 'Centipawn': 15, 'Mate': None}"
rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2,1,"{'Move': 'e7e6', 'Centipawn': 20, 'Mate': None}"
rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2,2,"{'Move': 'd7d5', 'Centipawn': 21, 'Mate': None}"
rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2,3,"{'Move': 'c7c6', 'Centipawn': 32, 'Mate': None}"
